Class,Order,Family,Species,Genus,Origin,Details ,Sindrome,Subsindrome,fruit.color,life.form,fruit.size.category,fruit.diam,seed.diam,wood.density,IUCN,IUCNcriteria,Bahamas,Cuba,Cayman,Hispaniola,Jamaica,PuertoRico,VirginIslands,LesserAntilles
,,Piperaceae,Peperomia smithiana,Peperomia,native,,zoo,,,,,,,,NA,NA,0,0,0,0,0,0,0,1
,,Piperaceae,Peperomia spathophylla,Peperomia,native,,zoo,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Piperaceae,Peperomia stellata,Peperomia,native,,zoo,,,,,,,,NA,NA,0,0,0,0,1,0,0,0
,,Piperaceae,Peperomia subrotundifolia,Peperomia,native,,zoo,,,,,,,,NA,NA,0,1,0,1,0,0,0,0
,,Piperaceae,Peperomia swartziana,Peperomia,native,,zoo,,,,,,,,NA,NA,0,1,0,1,1,0,0,0
,,Piperaceae,Peperomia talinifolia,Peperomia,native,,zoo,,,,,,,,NA,NA,0,0,0,0,1,0,0,0
,,Piperaceae,Peperomia tenella,Peperomia,native,,zoo,,,,,,,,NA,NA,0,1,0,1,1,1,0,1
,,Piperaceae,Peperomia tetraphylla,Peperomia,native,,zoo,,,,,,,,NA,NA,0,1,0,1,1,1,0,0
,,Piperaceae,Peperomia trifolia,Peperomia,native,,zoo,,,,,,,,NA,NA,0,0,0,0,0,0,0,1
,,Piperaceae,Peperomia truncata,Peperomia,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Piperaceae,Peperomia truncigaudens,Peperomia,native,,zoo,,,,,,,,NA,NA,0,0,0,0,0,0,0,1
,,Piperaceae,Peperomia urbanii,Peperomia,native,,zoo,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Piperaceae,Peperomia urocarpa,Peperomia,native,,zoo,,,,,,,,NA,NA,0,1,0,1,0,1,0,1
,,Piperaceae,Peperomia verticillata,Peperomia,native,,zoo,,,,,,,,NA,NA,0,1,0,1,1,0,0,0
,,Piperaceae,Peperomia vincentiana,Peperomia,native,,zoo,,,,,,,,NA,NA,0,0,0,0,0,0,0,1
,,Piperaceae,Peperomia wheeleri,Peperomia,native,,zoo,,,,,,,,Endangered,"B2ab(iii,v)",0,0,0,0,0,1,0,0
,,Piperaceae,Peperomia yabucoana,Peperomia,native,,zoo,,,,,,,,NA,NA,0,0,0,0,0,1,0,0
,,Piperaceae,Piper aduncum,Piper,native,,zoo,,,,,,,,Least Concern,,0,1,0,1,1,1,0,1
,,Piperaceae,Piper aequale,Piper,native,,zoo,,,,,,,,Least Concern,,0,0,0,0,0,0,0,1
,,Piperaceae,Piper amalago,Piper,native,,zoo,,,,,,,,Least Concern,,0,0,1,1,1,1,1,1
,,Piperaceae,Piper arboreum,Piper,native,,zoo,,,,,,,,NA,NA,0,1,0,1,1,0,0,0
,,Piperaceae,Piper articulatum,Piper,native,,zoo,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Piperaceae,Piper atropremnon,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Piperaceae,Piper baracoanum,Piper,native,,zoo,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Piperaceae,Piper blattarum,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,0,0,1,1,0
,,Piperaceae,Piper buchii,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Piperaceae,Piper cabaianum,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Piperaceae,Piper camptostachys,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Piperaceae,Piper confusum,Piper,native,,zoo,,,,,,,,NA,NA,0,1,0,1,0,0,0,0
,,Piperaceae,Piper constanzanum,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Piperaceae,Piper cuspidatum,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Piperaceae,Piper depressibaccum,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Piperaceae,Piper dilatatum,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,0,1,1,1,1
,,Piperaceae,Piper dussii,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,0,0,0,0,1
,,Piperaceae,Piper fadyenii,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,0,1,0,0,0
,,Piperaceae,Piper fuertesii,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Piperaceae,Piper glabrescens,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,1,0,1
,,Piperaceae,Piper guanahacabibense,Piper,native,,zoo,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Piperaceae,Piper hispidum,Piper,native,,zoo,,,,,,,,Least Concern,,0,1,0,1,1,1,0,1
,,Piperaceae,Piper jacquemontianum,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,1,0,0
,,Piperaceae,Piper lindenianum,Piper,native,,zoo,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Piperaceae,Piper lippoldii,Piper,native,,zoo,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Piperaceae,Piper mananthum,Piper,native,,zoo,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Piperaceae,Piper marginatum,Piper,native,,zoo,,,,,,,,NA,NA,0,1,0,1,0,1,0,0
,,Piperaceae,Piper melanopremnum,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Piperaceae,Piper murrayanum,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,0,1,0,0,0
,,Piperaceae,Piper obtusum,Piper,native,,zoo,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Piperaceae,Piper oviedoi,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Piperaceae,Piper peltatum,Piper,native,,zoo,,,,,,,,NA,NA,0,1,0,1,1,1,1,1
,,Piperaceae,Piper perditum,Piper,native,,zoo,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Piperaceae,Piper perpallidum,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Piperaceae,Piper picardae,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Piperaceae,Piper reticulatum,Piper,native,,zoo,,,,,,,,Least Concern,,0,0,0,0,0,0,0,1
,,Piperaceae,Piper rugosum,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Piperaceae,Piper samanense,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Piperaceae,Piper sinuatispicum,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Piperaceae,Piper sphaerocarpum,Piper,native,,zoo,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Piperaceae,Piper swartzianum,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,1,0,0
,,Piperaceae,Piper trigonocarpum,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Piperaceae,Piper tuberculatum,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,1,1,0,0,0
,,Piperaceae,Piper umbellatum,Piper,native,,zoo,,,,,,,,NA,NA,0,1,0,1,1,1,0,1
,,Piperaceae,Piper vanderveldeanum,Piper,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Piperaceae,Piper wrightii,Piper,native,,zoo,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Piperaceae,Verhuellia hydrocotylifolia,Verhuellia,native,,zoo,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Piperaceae,Verhuellia reniformis,Verhuellia,native,,zoo,,,,,,,,NA,NA,0,1,0,1,0,0,0,0
,,Pittosporaceae,Pittosporum undulatum,Pittosporum,exotic,,,,,,,,,,NA,NA,0,0,0,0,1,0,0,0
,,Plantaginaceae,Angelonia gardneri,Angelonia,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,0,1,0,0
,,Plantaginaceae,Angelonia salicariifolia,Angelonia,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,1,0,1,0,0
,,Plantaginaceae,Antirrhinum majus,Antirrhinum,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,1,1,1,1,1
,,Plantaginaceae,Cymbalaria muralis,Cymbalaria,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,1,0,0,0
,,Plantaginaceae,Digitalis purpurea,Digitalis,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,0,1,0,0,0
,,Plantaginaceae,Kickxia elatine,Kickxia,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,1,0,0,0,0
,,Plantaginaceae,Linaria vulgaris,Linaria,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,1,0,0,0
,,Plantaginaceae,Lophospermum erubescens,Lophospermum,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,1,1,0,0
,,Plantaginaceae,Maurandya barclaiana,Maurandya,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,1,0,0,0
,,Plantaginaceae,Misopates orontium,Misopates,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,1,1,0,0,0
,,Plantaginaceae,Plantago lanceolata,Plantago,exotic,,abiotic,,,,,,,,NA,NA,1,1,0,1,1,1,0,1
,,Plantaginaceae,Plantago major,Plantago,exotic,,abiotic,,,,,,,,Least Concern,,1,1,0,1,1,1,1,1
,,Plantaginaceae,Plantago rugelii,Plantago,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Plantaginaceae,Plantago virginica,Plantago,exotic,,abiotic,,,,,,,,NA,NA,1,0,0,0,1,0,0,0
,,Plantaginaceae,Russelia equisetiformis,Russelia,exotic,,abiotic,,,,,,,,NA,NA,1,1,1,1,1,1,1,1
,,Plantaginaceae,Veronica agrestis,Veronica,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Plantaginaceae,Veronica arvensis,Veronica,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,1,1,0,0,0
,,Plantaginaceae,Veronica persica,Veronica,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,1,0,0,0
,,Plantaginaceae,Veronica serpyllifolia,Veronica,exotic,,abiotic,,,,,,,,Least Concern,,0,0,0,0,1,0,0,0
,,Plantaginaceae,Angelonia angustifolia,Angelonia,native,,abiotic,,,,,,,,NA,NA,0,1,0,1,1,1,1,1
,,Plantaginaceae,Angelonia pilosella,Angelonia,native,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Plantaginaceae,Bacopa beccabunga,Bacopa,native,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Plantaginaceae,Bacopa caroliniana,Bacopa,native,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Plantaginaceae,Bacopa domingensis,Bacopa,native,,abiotic,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Plantaginaceae,Bacopa humifusa,Bacopa,native,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Plantaginaceae,Bacopa innominata,Bacopa,native,,abiotic,,,,,,,,NA,NA,0,1,0,1,1,1,0,0
,,Plantaginaceae,Bacopa longipes,Bacopa,native,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Plantaginaceae,Bacopa micromonnieria,Bacopa,native,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Plantaginaceae,Bacopa minuta,Bacopa,native,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Plantaginaceae,Bacopa monnieri,Bacopa,native,,abiotic,,,,,,,,Least Concern,,1,1,1,1,1,1,1,1
,,Plantaginaceae,Bacopa oxycalyx,Bacopa,native,,abiotic,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Plantaginaceae,Bacopa repens,Bacopa,native,,abiotic,,,,,,,,NA,NA,0,1,0,1,1,1,0,0
,,Plantaginaceae,Bacopa sessiliflora,Bacopa,native,,abiotic,,,,,,,,NA,NA,0,1,0,1,1,0,0,1
,,Plantaginaceae,Bacopa stemodioides,Bacopa,native,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Plantaginaceae,Bacopa stricta,Bacopa,native,,abiotic,,,,,,,,NA,NA,0,0,0,1,0,1,0,0
,,Plantaginaceae,Callitriche heterophylla,Callitriche,native,,abiotic,,,,,,,,Least Concern,,0,0,0,1,0,0,0,0
,,Plantaginaceae,Callitriche occidentalis,Callitriche,native,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Plantaginaceae,Callitriche tuerckheimii,Callitriche,native,,abiotic,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Plantaginaceae,Cheilophyllum dentatum,Cheilophyllum,native,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Plantaginaceae,Cheilophyllum jamaicense,Cheilophyllum,native,,abiotic,,,,,,,,NA,NA,0,0,0,0,1,0,0,0
,,Plantaginaceae,Cheilophyllum macranthum,Cheilophyllum,native,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Plantaginaceae,Cheilophyllum marginatum,Cheilophyllum,native,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Plantaginaceae,Cheilophyllum micranthum,Cheilophyllum,native,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Plantaginaceae,Cheilophyllum microphyllum,Cheilophyllum,native,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Plantaginaceae,Cheilophyllum radicans,Cheilophyllum,native,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Plantaginaceae,Cheilophyllum sphaerocarpum,Cheilophyllum,native,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Plantaginaceae,Encopella tenuifolia,Encopella,native,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Plantaginaceae,Limosella subulata,Limosella,native,,abiotic,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Plantaginaceae,Linaria canadensis,Linaria,native,,abiotic,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Plantaginaceae,Maurandella antirrhiniflora,Maurandella,native,,abiotic,,,,,,,,NA,NA,1,1,0,1,1,0,1,1
,,Plantaginaceae,Mecardonia procumbens,Mecardonia,native,,abiotic,,,,,,,,NA,NA,0,1,0,1,1,1,1,1
,,Plantaginaceae,Mecardonia vandellioides,Mecardonia,native,,abiotic,,,,,,,,NA,NA,1,0,0,0,0,0,0,0
,,Plantaginaceae,Plantago rhodosperma,Plantago,native,,abiotic,,,,,,,,NA,NA,1,0,0,0,0,0,0,0
,,Plantaginaceae,Russelia sarmentosa,Russelia,native,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Plantaginaceae,Scoparia dulcis,Scoparia,native,,abiotic,,,,,,,,NA,NA,1,1,1,1,1,1,1,1
,,Plantaginaceae,Stemodia angulata,Stemodia,native,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Plantaginaceae,Stemodia bissei,Stemodia,native,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Plantaginaceae,Stemodia durantifolia,Stemodia,native,,abiotic,,,,,,,,NA,NA,1,1,0,1,1,1,0,1
,,Plantaginaceae,Stemodia fruticulosa,Stemodia,native,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Plantaginaceae,Stemodia maritima,Stemodia,native,,abiotic,,,,,,,,NA,NA,1,1,1,1,1,1,1,0
,,Plantaginaceae,Stemodia verticillata,Stemodia,native,,abiotic,,,,,,,,NA,NA,0,0,0,1,0,1,0,1
,,Plantaginaceae,Veronica peregrina,Veronica,native,,abiotic,,,,,,,,Least Concern,,1,0,0,1,1,1,0,0
,,Plumbaginaceae,Plumbago auriculata,Plumbago,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,1,0,1,1,1
,,Plumbaginaceae,Plumbago indica,Plumbago,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,1,0,1,1,0
,,Plumbaginaceae,Plumbago zeylanica,Plumbago,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,0,0,1,0
,,Plumbaginaceae,Limonium bahamense,Limonium,native,,abiotic,,,,,,,,Endangered,B1ab(iii)+2ab(iii),1,0,0,1,0,0,0,0
,,Plumbaginaceae,Plumbago scandens,Plumbago,native,,abiotic,,,,,,,,NA,NA,1,1,0,1,1,1,1,1
,,Poaceae,Acrachne racemosa,Acrachne,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Poaceae,Agrostis canina,Agrostis,exotic,,abiotic,,,,,,,,Least Concern,,0,0,0,0,1,0,0,0
,,Poaceae,Agrostis gigantea,Agrostis,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,1,0,0,0
,,Poaceae,Andropogon gayanus,Andropogon,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Poaceae,Anthoxanthum odoratum,Anthoxanthum,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,1,1,0,0,0
,,Poaceae,Arthraxon castratus,Arthraxon,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,0,1,0,0
,,Poaceae,Arthraxon hispidus,Arthraxon,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,1,0,0,1
,,Poaceae,Arundo donax,Arundo,exotic,,abiotic,,,,,,,,Least Concern,,1,1,1,1,1,1,0,1
,,Poaceae,Avena fatua,Avena,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,1,0,0,0
,,Poaceae,Avena sativa,Avena,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,1,1,1,0,1
,,Poaceae,Axonopus fissifolius,Axonopus,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,1,0,0,0,1
,,Poaceae,Axonopus poiophyllus,Axonopus,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Poaceae,Bambusa bambos,Bambusa,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,1
,,Poaceae,Bambusa blumeana,Bambusa,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,0,1,0,0
,,Poaceae,Bambusa dissimulator,Bambusa,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,0,1,0,0
,,Poaceae,Bambusa longispiculata,Bambusa,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,0,1,0,0
,,Poaceae,Bambusa malingensis,Bambusa,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Poaceae,Bambusa multiplex,Bambusa,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,1,1,1,0,1
,,Poaceae,Bambusa mutabilis,Bambusa,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,0,1,0,0
,,Poaceae,Bambusa oldhamii,Bambusa,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,0,1,0,0
,,Poaceae,Bambusa pervariabilis,Bambusa,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,0,1,0,0
,,Poaceae,Bambusa polymorpha,Bambusa,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,1,0,0
,,Poaceae,Bambusa textilis,Bambusa,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,0,1,0,0
,,Poaceae,Bambusa tulda,Bambusa,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,0,1,0,0
,,Poaceae,Bambusa tuldoides,Bambusa,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,1,0,0
,,Poaceae,Bambusa vulgaris,Bambusa,exotic,,abiotic,,,,,,,,NA,NA,0,1,1,1,1,1,1,1
,,Poaceae,Bothriochloa bladhii,Bothriochloa,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,1,0,0,1,1
,,Poaceae,Bothriochloa exaristata,Bothriochloa,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Poaceae,Bothriochloa ischaemum,Bothriochloa,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,1,1,0,1,1
,,Poaceae,Bothriochloa pertusa,Bothriochloa,exotic,,abiotic,,,,,,,,NA,NA,1,1,1,1,1,1,1,1
,,Poaceae,Brachiaria eruciformis,Brachiaria,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,1,0,1
,,Poaceae,Briza maxima,Briza,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,1,0,0,0
,,Poaceae,Briza minor,Briza,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,1,0,0,0
,,Poaceae,Bromus catharticus,Bromus,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,1,1,0,0,0
,,Poaceae,Bromus diandrus,Bromus,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,1,1,0,0,0
,,Poaceae,Bromus sterilis,Bromus,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,1,1,0,0,0
,,Poaceae,Cenchrus americanus,Cenchrus,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,1,0,0,1,1
,,Poaceae,Cenchrus ciliaris,Cenchrus,exotic,,abiotic,,,,,,,,NA,NA,1,1,0,0,0,1,1,0
,,Poaceae,Cenchrus clandestinus,Cenchrus,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,1,0,1,1,0
,,Poaceae,Cenchrus longisetus,Cenchrus,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,0,1,0,0,0
,,Poaceae,Cenchrus longispinus,Cenchrus,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,1,0,1,1,0
,,Poaceae,Cenchrus occidentalis,Cenchrus,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,0,1,0,0
,,Poaceae,Cenchrus orientalis,Cenchrus,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,0,1,0,1,0
,,Poaceae,Cenchrus polystachios,Cenchrus,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,1,1,1,0,1
,,Poaceae,Cenchrus purpureus,Cenchrus,exotic,,abiotic,,,,,,,,NA,NA,1,1,1,1,1,1,1,1
,,Poaceae,Cenchrus setaceus,Cenchrus,exotic,,abiotic,,,,,,,,Least Concern,,0,0,0,0,0,1,1,1
,,Poaceae,Cenchrus tribuloides,Cenchrus,exotic,,abiotic,,,,,,,,NA,NA,1,1,1,1,1,1,0,1
,,Poaceae,Chloris gayana,Chloris,exotic,,abiotic,,,,,,,,NA,NA,1,1,0,1,1,0,1,0
,,Poaceae,Chloris pycnothrix,Chloris,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,0,0,0,1
,,Poaceae,Chloris suringarii,Chloris,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Poaceae,Coix lacryma-jobi,Coix,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,1,1,1,1,1
,,Poaceae,Cymbopogon caesius,Cymbopogon,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Poaceae,Cymbopogon citratus,Cymbopogon,exotic,,abiotic,,,,,,,,NA,NA,1,1,0,1,1,1,1,1
,,Poaceae,Cymbopogon flexuosus,Cymbopogon,exotic,,abiotic,,,,,,,,NA,NA,1,0,0,0,0,0,0,0
,,Poaceae,Cymbopogon nardus,Cymbopogon,exotic,,abiotic,,,,,,,,NA,NA,1,1,0,1,1,1,1,1
,,Poaceae,Cynodon affinis,Cynodon,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,0,0,0,1
,,Poaceae,Cynodon dactylon,Cynodon,exotic,,abiotic,,,,,,,,NA,NA,1,1,1,1,1,1,1,1
,,Poaceae,Cynodon mucronatus,Cynodon,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,1,0,0
,,Poaceae,Cynodon nlemfuensis,Cynodon,exotic,,abiotic,,,,,,,,NA,NA,0,1,1,1,0,1,0,0
,,Poaceae,Cynodon plectostachyus,Cynodon,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,1,0,0,0,0
,,Poaceae,Cynodon transvaalensis,Cynodon,exotic,,abiotic,,,,,,,,Least Concern,,0,0,0,0,0,1,0,0
,,Poaceae,Cyrtococcum trigonum,Cyrtococcum,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,1,0,0,1
,,Poaceae,Dactylis glomerata,Dactylis,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,1,1,1,0,0
,,Poaceae,Dactyloctenium aegyptium,Dactyloctenium,exotic,,abiotic,,,,,,,,NA,NA,1,1,1,1,1,1,1,1
,,Poaceae,Danthonia malacantha,Danthonia,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Poaceae,Dendrocalamus asper,Dendrocalamus,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,0,1,0,0
,,Poaceae,Dendrocalamus giganteus,Dendrocalamus,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,0,1,0,0
,,Poaceae,Dendrocalamus latiflorus,Dendrocalamus,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Poaceae,Dendrocalamus membranaceus,Dendrocalamus,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,0,1,0,0
,,Poaceae,Dendrocalamus sikkimensis,Dendrocalamus,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,1,0,0
,,Poaceae,Dendrocalamus strictus,Dendrocalamus,exotic,,abiotic,,,,,,,,NA,NA,1,1,0,0,0,1,0,1
,,Poaceae,Dichanthium annulatum,Dichanthium,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,1,0,1,1,1
,,Poaceae,Dichanthium aristatum,Dichanthium,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,1,0,1,0,1
,,Poaceae,Dichanthium caricosum,Dichanthium,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,0,0,1
,,Poaceae,Dichanthium condylotrichum,Dichanthium,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,1,1,0,0,0
,,Poaceae,Digitaria bicornis,Digitaria,exotic,,abiotic,,,,,,,,NA,NA,1,1,1,1,1,1,1,1
,,Poaceae,Digitaria ciliaris,Digitaria,exotic,,abiotic,,,,,,,,NA,NA,1,0,1,1,1,1,1,1
,,Poaceae,Digitaria didactyla,Digitaria,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,0,1,0,0
,,Poaceae,Digitaria eriantha,Digitaria,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,0,1,1,0
,,Poaceae,Digitaria exilis,Digitaria,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Poaceae,Digitaria fragilis,Digitaria,exotic,,abiotic,,,,,,,,Least Concern,,0,0,0,0,0,1,0,0
,,Poaceae,Digitaria fuscescens,Digitaria,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,0,1,0,0
,,Poaceae,Digitaria hitchcockii,Digitaria,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,0,0,0,1,0
,,Poaceae,Digitaria ischaemum,Digitaria,exotic,,abiotic,,,,,,,,NA,NA,0,0,0,1,0,1,1,1
,,Poaceae,Digitaria longiflora,Digitaria,exotic,,abiotic,,,,,,,,NA,NA,0,1,0,0,0,1,0,1
,,Poaceae,Digitaria sanguinalis,Digitaria,exotic,,abiotic,,,,,,,,NA,NA,1,1,0,1,1,1,1,1
